paper_id,decision,avg_rating,rating_variance,confidence_weighted_avg,num_reviews,num_rebuttals
yVeNBxwL5W,1,7.5,0.75,7.6,4,4
RInisw1yin,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,10
vWR3KuiQur,1,7.333333333333333,0.8888888888888888,7.333333333333333,6,8
8oFvUBvF1u,1,7.5,2.75,7.866666666666666,4,8
PpYy0dR3Qw,1,7.5,0.75,7.538461538461538,4,4
3b9SKkRAKw,1,8.0,0.0,8.0,4,12
dDpB23VbVa,1,7.5,0.75,7.625,4,6
z8sxoCYgmd,1,8.0,0.0,8.0,4,9
iuxaCU3DI7,1,7.5,0.75,7.5,4,4
qPx3i9sMxv,1,7.5,0.75,7.6,4,10
OdnqG1fYpo,1,7.5,0.75,7.625,4,10
v9EjwMM55Y,1,7.5,0.75,7.6923076923076925,4,0
L6IgkJvcgV,1,7.2,2.56,7.222222222222222,5,7
P42DbV2nuV,1,7.333333333333333,0.8888888888888888,7.2727272727272725,3,13
